concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000688,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,牛奶下锅，中火烧开,4.0,煮,锅,
201000689,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,烧开后转小火，边煮边搅拌,5.0,"煮,搅拌",锅,
201000690,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,牛奶变粘稠后出锅，倒入模具,6.0,倒,模具,
201000691,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,将模具放冰箱冷却 1 小时,7.0,冷却,冰箱,1小时
201000692,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,拿出，切成大小均匀的条，随后放入碗中,8.0,切,"刀,案板,碗",
201000693,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,向碗中倒入一半的面包糠，奶糊裹上后取出，备用,9.0,裹,碗,
201000694,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,在一个新碗中打入鸡蛋，搅匀，备用,10.0,搅拌,碗,
201000695,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,将奶糊裹上蛋液和剩余的面包糠,11.0,裹,碗,
201000696,CookingStep,步骤12,步骤12 (Cooking Step),步骤12,,,,,,,,,,,,,锅中倒入足以覆盖奶糊的油，下锅,12.0,炸,锅,
201000697,CookingStep,步骤13,步骤13 (Cooking Step),步骤13,,,,,,,,,,,,,奶糊外观呈金黄状态后停火，摆盘,13.0,"炸,摆盘",盘子,
201000698,Recipe,烤蛋挞,烤蛋挞 (Recipe),烤蛋挞,"[{'term': 'baked蛋挞', 'language': 'en', 'language_code': 'en-US'}, {'term': '烘烤蛋挞', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'roasted蛋挞', 'language': 'en', 'language_code': 'en-US'}]",甜品,4.0,,约25分钟,25分钟,30只,小心烤箱高温防止烫伤,dishes\dessert\烤蛋挞\烤蛋挞.md,,,,,,,,
201000699,Ingredient,蛋挞皮,蛋挞皮 (Ingredient),蛋挞皮,[],淀粉类,,,,,,,,30,只,True,,,,,
201000700,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,8,个,True,,,,,
201000701,Ingredient,牛奶,牛奶 (Ingredient),牛奶,[],其他,,,,,,,,200,毫升,True,,,,,
201000702,Ingredient,淡奶油,淡奶油 (Ingredient),淡奶油,[],其他,,,,,,,,450,毫升,True,,,,,
201000703,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,80,克,False,,,,,
201000704,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将碗置于克数称上，称量450克淡奶油（淡奶油密度在此处记为1）。,1.0,称量,"碗,克数称",
201000705,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,加入80克白砂糖（甜度中等，可按个人口味增减，建议范围60-100克）。,2.0,混合,碗,
201000706,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入200克牛奶（牛奶密度在此处记为1）。,3.0,混合,碗,
201000707,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,取8个蛋黄加入，蛋清可留作他用。,4.0,分离,碗,
201000708,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,均匀搅拌所有材料直至白砂糖全部融化。,5.0,搅拌,搅拌器,
201000709,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,使用网筛对搅拌完成的食材进行过滤，滤除鸡蛋黏膜、鸡蛋壳、未融化的白砂糖、结块的淡奶油。,6.0,过滤,筛网,
201000710,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,此时请将烤箱设置220摄氏度开始预热，记得拿出烤盘。,7.0,预热,"烤箱,烤盘",10分钟
201000711,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,将蛋挞皮以0.5厘米的间隔均匀放置于烤盘中。,8.0,摆放,烤盘,
201000712,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,将过滤完成的食材倒入蛋挞皮中，液面距离蛋挞皮上沿0.5厘米即可不宜过多。,9.0,倒液,,
201000713,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,截止此步骤，半成品蛋挞的制作已经完成，可直接放入冰箱速冻12小时以上保存。,10.0,冷冻,冰箱,12小时以上
201000714,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,将半成品蛋挞放入烤箱中进行烤制，温度为200摄氏度。,11.0,烤,烤箱,25分钟
201000715,CookingStep,步骤12,步骤12 (Cooking Step),步骤12,,,,,,,,,,,,,烤制结束后即可食用。,12.0,,,
201000716,Recipe,玛格丽特饼干,玛格丽特饼干 (Recipe),玛格丽特饼干,[],甜品,3.0,,,20分钟,1人份,"微调糖盐比例,替换风味(可可粉/抹茶粉),食材过筛提升口感,白砂糖替换为糖粉,无烤箱替代方案(微波炉/空气炸锅)",dishes\dessert\玛格丽特饼干\玛格丽特饼干.md,,,,,,,,
201000717,Ingredient,熟蛋黄,熟蛋黄 (Ingredient),熟蛋黄,[],蛋白质,,,,,,,,1,个,True,,,,,
201000718,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,50,克,True,,,,,
201000719,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,20,克,False,,,,,
201000720,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,克,False,,,,,
201000721,Ingredient,低筋面粉,低筋面粉 (Ingredient),低筋面粉,[],淀粉类,,,,,,,,50,克,True,,,,,
201000722,Ingredient,玉米淀粉,玉米淀粉 (Ingredient),玉米淀粉,[],淀粉类,,,,,,,,50,克,True,,,,,
201000723,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,黄油隔热水融化、将蛋黄磨碎备用。,1.0,"融化,磨碎","碗,热水",
201000724,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,在融化的黄油中添加糖、盐、以及碾碎的鸡蛋黄，搅拌均匀,2.0,搅拌,打蛋器,
201000725,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入低筋面粉与玉米淀粉，揉成面团,3.0,揉,盆,
201000726,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将面团均匀分割成大约 8 克重的小面团，然后将它们搓成球状。,4.0,"分割,搓",,
201000727,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,使用大拇指轻压在每个小面团上，以形成裂纹。,5.0,压,,
201000728,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,预热烤箱至 150℃，将小面团放入烤箱中，烘烤 20 分钟。,6.0,"预热,烘烤",烤箱,20分钟
201000729,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,微微放凉即可食用,7.0,放凉,,
201000730,Recipe,红柚蛋糕,红柚蛋糕 (Recipe),红柚蛋糕,[],甜品,3.0,,10分钟,25分钟,1人,"甜度调整：喜欢较甜口感可增加10g糖,果肉用量控制：红柚果肉每份最好不超过40g以免影响观感,面糊状态判断：糊状指没有面粉疙瘩且整体颜色均匀,防烫提示：刚出锅的锡纸盘较烫，请用夹子或湿抹布等隔热材料拿取",dishes\dessert\红柚蛋糕\红柚蛋糕.md,,,,,,,,
201000731,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,2,个,True,,,,,
201000732,Ingredient,面粉,面粉 (Ingredient),面粉,[],淀粉类,,,,,,,,80,g,True,,,,,
201000733,Ingredient,红柚果肉,红柚果肉 (Ingredient),红柚果肉,[],其他,,,,,,,,20,g,True,,,,,
201000734,Ingredient,油,油 (Ingredient),油,[],调料,,,,,,,,15,ml,False,,,,,
201000735,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,80,ml,False,,,,,
201000736,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,15,g,False,,,,,
201000737,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,锡纸盘里打入鸡蛋 2 个， 加入红柚果肉 20g,1.0,"打入,加入",锡纸盘,
201000738,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,锡纸盘中倒入 15ml 油并摇晃锡纸盘时期均匀覆盖盘底,2.0,"倒入,摇晃",锡纸盘,
201000739,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锡纸盘中放入 10g 糖， 以及 40g 面粉和 40ml 水,3.0,放入,锡纸盘,
201000740,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,用筷子顺时针方向搅拌至淡黄色糊状,4.0,搅拌,"筷子,锡纸盘",
201000741,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,锡纸盘中放入 5g 糖， 以及 40g 面粉和 40ml 水,5.0,放入,锡纸盘,
201000742,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,继续用筷子搅拌至淡黄色糊状,6.0,搅拌,"筷子,锡纸盘",
201000743,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,锡纸盘放入空气炸锅的烤篮上，用 180 摄氏度烤 15 分钟,7.0,烤,"空气炸锅,烤篮,锡纸盘",15分钟
201000744,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,打开空气炸锅，小心取出锡纸盘，用筷子或勺子将蛋糕翻面,8.0,"取出,翻面","空气炸锅,锡纸盘,筷子,勺子",
201000745,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,继续 180 摄氏度烤 8 分钟,9.0,烤,空气炸锅,8分钟
201000746,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,取出即可食用,10.0,取出,"空气炸锅,锡纸盘",
201000747,Recipe,芋泥雪媚娘,芋泥雪媚娘 (Recipe),芋泥雪媚娘,[],甜品,5.0,,,,,"佩戴不粘手套,制作完即可食用无需加热",dishes\dessert\芋泥雪媚娘\芋泥雪媚娘.md,,,,,,,,
201000748,Ingredient,荔浦芋头,荔浦芋头 (Ingredient),荔浦芋头,[],蔬菜,,,,,,,,200,g,True,,,,,
201000749,Ingredient,紫薯粉,紫薯粉 (Ingredient),紫薯粉,[],淀粉类,,,,,,,,3,g,False,,,,,
201000750,Ingredient,牛奶,牛奶 (Ingredient),牛奶,[],蛋白质,,,,,,,,165,g,True,,,,,
201000751,Ingredient,糯米粉,糯米粉 (Ingredient),糯米粉,[],淀粉类,,,,,,,,125,g,True,,,,,
201000752,Ingredient,玉米淀粉,玉米淀粉 (Ingredient),玉米淀粉,[],淀粉类,,,,,,,,22,g,True,,,,,
201000753,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,30,g,False,,,,,
201000754,Ingredient,淡奶油,淡奶油 (Ingredient),淡奶油,[],蛋白质,,,,,,,,145,g,True,,,,,
201000755,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,26,g,False,,,,,
201000756,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,芋头切块，大火煮熟至软（40 分钟即可），全部放入料理机,1.0,"切,煮","刀,案板,锅,料理机",40分钟
201000757,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,向内加入 30g 牛奶，25g 淡奶油，将其打成泥状,2.0,打,料理机,
201000758,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,再向内加入 3g 紫薯粉，18g 白砂糖，继续搅拌打成细腻芋泥,3.0,"搅拌,打",料理机,
201000759,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,取出另一个碗，加入全部糯米粉 b，22g 玉米淀粉，135g 牛奶，50g 白砂糖，混匀并过筛一遍，保鲜膜盖上并扎小洞，中火蒸半个小时,4.0,"混合,过筛,蒸","碗,筛网,保鲜膜,蒸锅",半小时
201000760,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,在蒸的过程中，将糯米粉 a 放入平底锅小火翻炒至微微发黄（即炒熟），作为手粉备用,5.0,炒,"平底锅,锅铲",
201000761,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,将中火蒸完半小时的糯米牛奶混合物（果冻状）趁热加入黄油 30g，将黄油揉至面团完全吸收，然后放冰箱冷藏一小时,6.0,"揉,冷藏","碗,冰箱",一小时
201000762,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,取出另一只碗，加入 120g 淡奶油，8g 白砂糖，打发至有纹路，装进裱花袋备用,7.0,打发,"碗,电动打蛋器,裱花袋",
201000763,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,取出冷藏后的面团，搓揉 5 分钟，分成 30g 一个，均匀撒上 2g 手粉防粘，擀成圆形，先挤上 5g 裱花奶油，然后放上 30g 芋泥，最后将面饼像包包子一样包起来（可以减去多余的皮）,8.0,"搓揉,分,撒,擀,挤,包","案板,擀面杖",5分钟
201000764,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,包好后再均匀撒 2g 手粉防粘,9.0,撒,,
201000765,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,重复以上两步直至原材料用光,10.0,"包,撒",,
201000766,Recipe,英式司康,英式司康 (Recipe),英式司康,[],甜品,3.0,英式,15分钟,27分钟,4-6人,分切技巧,dishes\dessert\英式司康\英式司康.md,,,,,,,,
201000767,Ingredient,无盐黄油,无盐黄油 (Ingredient),无盐黄油,[],其他,,,,,,,,40,g,True,,,,,
201000768,Ingredient,低筋面粉,低筋面粉 (Ingredient),低筋面粉,[],淀粉类,,,,,,,,180,g,True,,,,,
201000769,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,30,g,False,,,,,
201000770,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000771,Ingredient,泡打粉,泡打粉 (Ingredient),泡打粉,[],调料,,,,,,,,5,g,False,,,,,
201000772,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000773,Ingredient,淡奶油,淡奶油 (Ingredient),淡奶油,[],其他,,,,,,,,45,g,True,,,,,
201000774,Ingredient,奶油奶酪,奶油奶酪 (Ingredient),奶油奶酪,[],其他,,,,,,,,50,g,True,,,,,
201000775,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鸡蛋打散，称量出 30g 蛋液放入干净容器中，放入全量淡奶油和奶油奶酪混合均匀。如果奶酪太硬可以水浴加热至大约 40 度再混合。,1.0,"打散,混合,水浴加热",容器,
201000776,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将低筋面粉，盐，糖，泡打粉放入干净容器中混合均匀,2.0,混合,容器,
201000777,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,黄油切成小块，放入上一步的混合物中，用手将黄油捏入混合物中，呈粗玉米粉质地,3.0,"切,捏",刀,
201000778,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将第一步的蛋奶混合液倒入上一步得到的粉油混合物中，搅拌均匀。叠压成均匀面团,4.0,"倒,搅拌,叠压",,
201000779,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,面团放到案板上，擀成 1.5cm 厚的面片，用刀或者模具分切成合适的形状,5.0,"擀,切","案板,擀面杖,刀,模具",
201000780,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,用刷子蘸取剩余的 20g 鸡蛋液，刷在司康表面,6.0,刷,刷子,
201000781,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,烤箱预热 180 度，烤制 27 分钟,7.0,"预热,烤",烤箱,27分钟
201000782,Recipe,草莓冰淇淋,草莓冰淇淋 (Recipe),草莓冰淇淋,[],甜品,2.0,,15分钟,15分钟,1份,"注意安全,避免割伤,避免烫伤",dishes\dessert\草莓冰淇淋\草莓冰淇淋.md,,,,,,,,
201000783,Ingredient,草莓,草莓 (Ingredient),草莓,[],其他,,,,,,,,500,克,True,,,,,
201000784,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,45,克,False,,,,,
201000785,Ingredient,香草精,香草精 (Ingredient),香草精,[],调料,,,,,,,,6,克,False,,,,,
201000786,Ingredient,食盐,食盐 (Ingredient),食盐,[],调料,,,,,,,,2,克,False,,,,,
201000787,Ingredient,重奶油,重奶油 (Ingredient),重奶油,[],其他,,,,,,,,6,克,True,,,,,
201000788,Ingredient,加糖炼乳,加糖炼乳 (Ingredient),加糖炼乳,[],其他,,,,,,,,400,克,True,,,,,
201000789,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,把草莓洗干净，去掉顶部叶子。将草莓切成5mm的小块。保留一半切碎的草莓，稍后折叠成冰淇淋。,1.0,"洗,切","刀,案板",
201000790,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将另一半切碎的草莓和糖一起放入酱汁锅中。用中火搅拌和烹饪，直到草莓释放液体并在锅中形成糖浆。,2.0,"煮,炒","酱汁锅,锅铲",
201000791,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,让草莓在糖浆中加热，不时搅拌，直到它们分解并变形，糖浆稍微变稠。,3.0,"煮,搅拌","酱汁锅,锅铲",
201000792,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,当糖浆保持分开3秒钟时，就已经准备好了。把糖浆从火上移开，加入香草和盐搅拌。将草莓糖浆放在一边冷却。,4.0,"搅拌,冷却",酱汁锅,3秒钟
201000793,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,当糖浆冷却时，准备冰淇淋基料。在碗中加入甜炼乳、浓奶油、香草精和盐。使用手动搅拌器搅打混合物，直到它变得轻盈蓬松，并形成柔软的尖峰。,5.0,"搅拌,打发","碗,手动搅拌器",
201000794,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,将保留的切碎的新鲜草莓折叠到冰淇淋底座中。将生过的冰淇淋底座转移到冷冻安全容器中。将冷却的草莓糖浆淋在冰淇淋上，然后轻轻地将其旋入混合物中。,6.0,混合,冷冻安全容器,
201000795,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,盖上冰淇淋并冷冻八小时，然后舀取和食用。,7.0,冷冻,,八小时
201000796,Recipe,酸奶意式奶冻,酸奶意式奶冻 (Recipe),酸奶意式奶冻,[],甜品,4.0,,10分钟,5分钟,3-6人,"改良低糖,口感不甜腻,负担更小",dishes\dessert\酸奶意式奶冻\酸奶意式奶冻.md,,,,,,,,
201000797,Ingredient,淡奶油,淡奶油 (Ingredient),淡奶油,[],其他,,,,,,,,200,g,True,,,,,
201000798,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,40,g,False,,,,,
201000799,Ingredient,原味酸奶,原味酸奶 (Ingredient),原味酸奶,[],其他,,,,,,,,250,g,True,,,,,
201000800,Ingredient,吉利丁片,吉利丁片 (Ingredient),吉利丁片,[],其他,,,,,,,,6,g,False,,,,,
201000801,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,吉利丁片剪成小片，泡入冷水中,1.0,"剪,泡","剪刀,碗",
201000802,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,淡奶油和糖放入锅中，加热至 60 度,2.0,加热,锅,
201000803,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,关火，吉利丁从水中取出，控干水份，加入热淡奶油中，搅拌均匀,3.0,搅拌,"锅,打蛋器",
