relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000173,201000807,201000813,801000003,,,1.0
R_000174,201000807,201000814,801000003,,,2.0
R_000175,201000807,201000815,801000003,,,3.0
R_000176,201000807,201000816,801000003,,,4.0
R_000177,201000807,201000817,801000003,,,5.0
R_000178,201000807,201000818,801000003,,,6.0
R_000179,201000807,201000819,801000003,,,7.0
R_000180,201000807,201000820,801000003,,,8.0
R_000181,201000807,770000000,801000004,,,
R_000182,201000807,630000000,801000005,,,
