relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000044,201000058,201000064,801000001,30,g,
R_000045,201000058,201000065,801000001,3,g,
R_000046,201000058,201000066,801000001,15-30,g,
R_000047,201000058,201000067,801000001,5,条,
R_000048,201000058,201000068,801000001,5,颗,
R_000049,201000058,201000069,801000003,,,1.0
R_000050,201000058,201000070,801000003,,,2.0
R_000051,201000058,201000071,801000003,,,3.0
R_000052,201000058,201000072,801000003,,,4.0
R_000053,201000058,201000073,801000003,,,5.0
R_000054,201000058,201000074,801000003,,,6.0
R_000055,201000058,201000075,801000003,,,7.0
R_000056,201000058,730000000,801000004,,,
R_000057,201000058,630000000,801000005,,,
R_000058,201000076,720000000,801000004,,,
R_000059,201000076,640000000,801000005,,,
R_000060,201000077,201000078,801000001,4,个,
R_000061,201000077,201000079,801000001,1,根,
R_000062,201000077,201000080,801000001,20-25,ml,
R_000063,201000077,201000081,801000001,20,g,
R_000064,201000077,201000082,801000001,5,g,
R_000065,201000077,201000083,801000001,2,g,
R_000066,201000077,201000084,801000001,2,g,
R_000067,201000077,201000085,801000003,,,1.0
R_000068,201000077,201000086,801000003,,,2.0
R_000069,201000077,201000087,801000003,,,3.0
R_000070,201000077,201000088,801000003,,,4.0
R_000071,201000077,201000089,801000003,,,5.0
R_000072,201000077,201000090,801000003,,,6.0
R_000073,201000077,201000091,801000003,,,7.0
R_000074,201000077,201000092,801000003,,,8.0
R_000075,201000077,201000093,801000003,,,9.0
R_000076,201000077,201000094,801000003,,,10.0
R_000077,201000077,201000095,801000003,,,11.0
R_000078,201000077,201000096,801000003,,,12.0
R_000079,201000077,730000000,801000004,,,
R_000080,201000077,630000000,801000005,,,
R_000081,201000097,201000098,801000001,8,只,
R_000082,201000097,201000099,801000001,50,g,
R_000083,201000097,201000100,801000001,20,ml,
R_000084,201000097,201000101,801000001,5,ml,
R_000085,201000097,201000102,801000003,,,1.0
R_000086,201000097,201000103,801000003,,,2.0
R_000087,201000097,201000104,801000003,,,3.0
R_000088,201000097,201000105,801000003,,,4.0
R_000089,201000097,730000000,801000004,,,
R_000090,201000097,620000000,801000005,,,
R_000091,201000106,201000107,801000001,200,g,
R_000092,201000106,201000108,801000001,30,g,
R_000093,201000106,201000109,801000001,20,g,
R_000094,201000106,201000110,801000001,15,ml,
R_000095,201000106,201000111,801000001,1/4,个,
R_000096,201000106,201000112,801000001,10,ml,
R_000097,201000106,201000113,801000003,,,1.0
R_000098,201000106,201000114,801000003,,,2.0
R_000099,201000106,201000115,801000003,,,3.0
R_000100,201000106,201000116,801000003,,,4.0
R_000101,201000106,201000117,801000003,,,5.0
R_000102,201000106,201000118,801000003,,,6.0
R_000103,201000106,201000119,801000003,,,7.0
R_000104,201000106,201000120,801000003,,,8.0
R_000105,201000106,201000121,801000003,,,9.0
R_000106,201000106,730000000,801000004,,,
R_000107,201000106,620000000,801000005,,,
R_000108,201000122,201000123,801000001,200,g,
R_000109,201000122,201000124,801000001,2,个,
R_000110,201000122,201000125,801000001,100,ml,
R_000111,201000122,201000126,801000001,0.25,个,
R_000112,201000122,201000127,801000001,20,g,
R_000113,201000122,201000128,801000001,5,ml,
R_000114,201000122,201000129,801000001,5,ml,
R_000115,201000122,201000130,801000001,5,ml,
R_000116,201000122,201000131,801000003,,,1.0
R_000117,201000122,201000132,801000003,,,2.0
R_000118,201000122,201000133,801000003,,,3.0
R_000119,201000122,201000134,801000003,,,4.0
R_000120,201000122,730000000,801000004,,,
R_000121,201000122,630000000,801000005,,,
R_000001,201000135,201000136,801000001,2,斤,
R_000002,201000135,201000137,801000001,20,g,
R_000003,201000135,201000138,801000001,50,克,
R_000004,201000135,201000139,801000001,4,个,
R_000005,201000135,201000140,801000001,适量,,
R_000006,201000135,201000141,801000001,2,ml,
R_000007,201000135,201000142,801000001,10,g,
R_000008,201000135,201000143,801000001,4-6,个,
R_000009,201000135,201000144,801000001,100,ml,
R_000010,201000135,201000145,801000001,4,ml,
R_000011,201000135,201000146,801000001,50,g,
R_000012,201000135,201000147,801000001,100,ml,
R_000013,201000135,201000148,801000001,适量,,
R_000014,201000135,201000149,801000001,适量,,
R_000015,201000135,201000150,801000001,适量,,
R_000016,201000135,201000151,801000001,适量,,
R_000017,201000135,201000152,801000001,适量,,
R_000018,201000135,201000153,801000003,,,1.0
R_000019,201000135,201000154,801000003,,,2.0
R_000020,201000135,201000155,801000003,,,3.0
R_000021,201000135,201000156,801000003,,,4.0
R_000022,201000135,201000157,801000003,,,5.0
R_000023,201000135,201000158,801000003,,,6.0
R_000024,201000135,201000159,801000003,,,7.0
R_000025,201000135,201000160,801000003,,,8.0
R_000026,201000135,201000161,801000003,,,9.0
R_000027,201000135,201000162,801000003,,,10.0
R_000028,201000135,201000163,801000003,,,11.0
R_000029,201000135,730000000,801000004,,,
R_000030,201000135,640000000,801000005,,,
R_000031,201000164,201000165,801000001,10,ml,
R_000032,201000164,201000166,801000001,3,片,
R_000033,201000164,201000167,801000001,3,瓣,
R_000034,201000164,201000168,801000001,1.2,斤,
R_000035,201000164,201000169,801000001,13,片,
R_000036,201000164,201000170,801000001,5-8,克,
R_000037,201000164,201000171,801000001,3,ml,
R_000038,201000164,201000172,801000001,6,ml,
R_000039,201000164,201000173,801000001,1,块,
R_000040,201000164,201000174,801000001,3,个,
R_000041,201000164,201000175,801000001,20,克,
R_000042,201000164,201000176,801000001,4-6,个,
R_000043,201000164,201000177,801000003,,,1.0
R_000044,201000164,201000178,801000003,,,2.0
R_000045,201000164,201000179,801000003,,,3.0
R_000046,201000164,201000180,801000003,,,4.0
R_000047,201000164,201000181,801000003,,,5.0
R_000048,201000164,201000182,801000003,,,6.0
R_000049,201000164,730000000,801000004,,,
R_000050,201000164,630000000,801000005,,,
R_000051,201000183,201000184,801000001,550,克,
R_000052,201000183,201000185,801000001,400,克,
R_000053,201000183,201000186,801000001,5,片,
R_000054,201000183,201000187,801000001,50,克,
R_000055,201000183,201000188,801000001,4,个,
R_000056,201000183,201000189,801000001,2,ml,
R_000057,201000183,201000190,801000001,1,块,
R_000058,201000183,201000191,801000001,5,块,
R_000059,201000183,201000192,801000001,4-6,个,
R_000060,201000183,201000193,801000001,5,ml,
R_000061,201000183,201000194,801000001,4,ml,
R_000062,201000183,201000195,801000001,5-8,克,
R_000063,201000183,201000196,801000001,1,个,
R_000064,201000183,201000197,801000001,1-3,片,
R_000065,201000183,201000198,801000001,10,ml,
R_000066,201000183,201000199,801000001,400,克,
R_000067,201000183,201000200,801000003,,,1.0
R_000068,201000183,201000201,801000003,,,2.0
R_000069,201000183,201000202,801000003,,,3.0
R_000070,201000183,201000203,801000003,,,4.0
R_000071,201000183,201000204,801000003,,,5.0
R_000072,201000183,201000205,801000003,,,6.0
R_000073,201000183,201000206,801000003,,,7.0
R_000074,201000183,730000000,801000004,,,
R_000075,201000183,630000000,801000005,,,
R_000076,201000207,201000208,801000001,300,g,
R_000077,201000207,201000209,801000001,7,g,
R_000078,201000207,201000210,801000001,15,ml,
R_000079,201000207,201000211,801000001,45,ml,
R_000080,201000207,201000212,801000001,10,ml,
R_000081,201000207,201000213,801000001,5,ml,
R_000082,201000207,201000214,801000001,10,ml,
R_000083,201000207,201000215,801000001,2.5,ml,
R_000084,201000207,201000216,801000003,,,1.0
R_000085,201000207,201000217,801000003,,,2.0
R_000086,201000207,201000218,801000003,,,3.0
R_000087,201000207,201000219,801000003,,,4.0
R_000088,201000207,201000220,801000003,,,5.0
R_000089,201000207,201000221,801000003,,,6.0
R_000090,201000207,730000000,801000004,,,
R_000091,201000207,630000000,801000005,,,
R_000092,201000222,201000223,801000001,2,片,
R_000093,201000222,201000224,801000001,足够涂满一面吐司的量,,
R_000094,201000222,201000225,801000003,,,1.0
R_000095,201000222,201000226,801000003,,,2.0
R_000096,201000222,201000227,801000003,,,3.0
R_000097,201000222,201000228,801000003,,,4.0
R_000098,201000222,201000229,801000003,,,5.0
R_000099,201000222,740000000,801000004,,,
R_000100,201000222,610000000,801000005,,,
R_000101,201000230,201000231,801000001,1,个,
R_000102,201000230,201000232,801000001,1,g,
R_000103,201000230,201000233,801000001,5,mL,
R_000104,201000230,201000234,801000003,,,1.0
R_000105,201000230,201000235,801000003,,,2.0
R_000106,201000230,201000236,801000003,,,3.0
R_000107,201000230,201000237,801000003,,,4.0
R_000108,201000230,740000000,801000004,,,
R_000109,201000230,620000000,801000005,,,
R_000110,201000238,201000239,801000001,1,个,
R_000111,201000238,201000240,801000001,1500,ml,
R_000112,201000238,201000241,801000001,1500,ml,
R_000113,201000238,201000242,801000001,适量,,
R_000114,201000238,201000243,801000003,,,1.0
R_000115,201000238,201000244,801000003,,,2.0
R_000116,201000238,201000245,801000003,,,3.0
R_000117,201000238,201000246,801000003,,,4.0
R_000118,201000238,201000247,801000003,,,5.0
R_000119,201000238,201000248,801000003,,,6.0
R_000120,201000238,201000249,801000003,,,7.0
R_000121,201000238,740000000,801000004,,,
R_000122,201000238,650000000,801000005,,,
R_000123,201000250,201000251,801000001,2,个,
R_000124,201000250,201000252,801000001,35,ml,
R_000125,201000250,201000253,801000001,3,ml,
R_000126,201000250,201000254,801000001,0.8,g,
R_000127,201000250,201000255,801000003,,,1.0
R_000128,201000250,201000256,801000003,,,2.0
R_000129,201000250,201000257,801000003,,,3.0
R_000130,201000250,201000258,801000003,,,4.0
R_000131,201000250,201000259,801000003,,,5.0
R_000132,201000250,201000260,801000003,,,6.0
R_000133,201000250,740000000,801000004,,,
R_000134,201000250,610000000,801000005,,,
R_000135,201000261,201000262,801000001,1,个,
R_000136,201000261,201000263,801000001,15,g,
R_000137,201000261,201000264,801000001,半个鸡蛋大,,
R_000138,201000261,201000265,801000001,2.5,g,
R_000139,201000261,201000266,801000001,10,g,
R_000140,201000261,201000267,801000001,1,g,
R_000141,201000261,201000268,801000001,适量,,
R_000142,201000261,201000269,801000003,,,1.0
R_000143,201000261,201000270,801000003,,,2.0
R_000144,201000261,201000271,801000003,,,3.0
R_000145,201000261,740000000,801000004,,,
R_000146,201000261,610000000,801000005,,,
R_000147,201000272,201000273,801000001,200,克,
R_000148,201000272,201000274,801000001,100,毫升,
R_000149,201000272,201000275,801000001,50,毫升,
R_000150,201000272,201000276,801000001,15,毫升,
R_000151,201000272,201000277,801000001,3,克,
R_000152,201000272,201000278,801000001,1,个,
R_000153,201000272,201000279,801000001,30,克,
R_000154,201000272,201000280,801000001,30,克,
R_000155,201000272,201000281,801000001,1,片,
R_000156,201000272,201000282,801000003,,,1.0
R_000157,201000272,201000283,801000003,,,2.0
R_000158,201000272,201000284,801000003,,,3.0
R_000159,201000272,201000285,801000003,,,4.0
R_000160,201000272,201000286,801000003,,,5.0
R_000161,201000272,201000287,801000003,,,6.0
R_000162,201000272,740000000,801000004,,,
R_000163,201000272,750000000,801000004,,,
R_000164,201000272,620000000,801000005,,,
R_000001,201000288,201000289,801000001,100,g,
R_000002,201000288,201000290,801000001,15,颗,
R_000003,201000288,201000291,801000001,15,颗,
R_000004,201000288,201000292,801000003,,,1.0
R_000005,201000288,201000293,801000003,,,2.0
R_000006,201000288,201000294,801000003,,,3.0
R_000007,201000288,201000295,801000003,,,4.0
R_000008,201000288,201000296,801000003,,,5.0
R_000009,201000288,740000000,801000004,,,
R_000010,201000288,750000000,801000004,,,
R_000011,201000288,620000000,801000005,,,
R_000012,201000297,201000298,801000001,1,个,
R_000013,201000297,201000299,801000001,适量,,
R_000014,201000297,201000300,801000001,2,克,
R_000015,201000297,201000301,801000001,适量,,
R_000016,201000297,201000302,801000003,,,1.0
R_000017,201000297,201000303,801000003,,,2.0
R_000018,201000297,201000304,801000003,,,3.0
R_000019,201000297,201000305,801000003,,,4.0
R_000020,201000297,740000000,801000004,,,
R_000021,201000297,620000000,801000005,,,
R_000022,201000306,201000307,801000001,1,颗,
R_000023,201000306,201000308,801000001,淹过鸡蛋约2公分,,
R_000024,201000306,201000309,801000003,,,1.0
R_000025,201000306,201000310,801000003,,,2.0
R_000026,201000306,201000311,801000003,,,3.0
R_000027,201000306,201000312,801000003,,,4.0
R_000028,201000306,201000313,801000003,,,5.0
R_000029,201000306,740000000,801000004,,,
R_000030,201000306,630000000,801000005,,,
R_000031,201000314,201000315,801000001,1,包,
R_000032,201000314,201000316,801000001,10-15,毫升,
R_000033,201000314,201000317,801000001,没过饺子高度1/2,,
R_000034,201000314,201000318,801000001,适量,,
R_000035,201000314,201000319,801000001,适量,,
R_000036,201000314,201000320,801000003,,,1.0
R_000037,201000314,201000321,801000003,,,2.0
R_000038,201000314,201000322,801000003,,,3.0
R_000039,201000314,201000323,801000003,,,4.0
R_000040,201000314,201000324,801000003,,,5.0
R_000041,201000314,201000325,801000003,,,6.0
R_000042,201000314,201000326,801000003,,,7.0
R_000043,201000314,201000327,801000003,,,8.0
R_000044,201000314,740000000,801000004,,,
R_000045,201000314,620000000,801000005,,,
R_000046,201000328,201000329,801000001,2,个,
R_000047,201000328,201000330,801000001,50,g,
R_000048,201000328,201000331,801000001,250,ml,
R_000049,201000328,201000332,801000001,50,g,
R_000050,201000328,201000333,801000001,适量,,
R_000051,201000328,201000334,801000001,适量,,
R_000052,201000328,201000335,801000001,适量,,
R_000053,201000328,201000336,801000003,,,1.0
R_000054,201000328,201000337,801000003,,,2.0
R_000055,201000328,201000338,801000003,,,3.0
R_000056,201000328,201000339,801000003,,,4.0
R_000057,201000328,201000340,801000003,,,5.0
R_000058,201000328,201000341,801000003,,,6.0
R_000059,201000328,201000342,801000003,,,7.0
R_000060,201000328,201000343,801000003,,,8.0
R_000061,201000328,740000000,801000004,,,
R_000062,201000328,620000000,801000005,,,
R_000063,201000344,201000345,801000001,280,ml,
R_000064,201000344,201000346,801000001,40,g,
R_000065,201000344,201000347,801000001,1,个,
R_000066,201000344,201000348,801000003,,,1.0
R_000067,201000344,201000349,801000003,,,2.0
R_000068,201000344,201000350,801000003,,,3.0
R_000069,201000344,201000351,801000003,,,4.0
R_000070,201000344,201000352,801000003,,,5.0
R_000071,201000344,201000353,801000003,,,6.0
R_000072,201000344,201000354,801000003,,,7.0
R_000073,201000344,201000355,801000003,,,8.0
R_000074,201000344,740000000,801000004,,,
R_000075,201000344,750000000,801000004,,,
R_000076,201000344,610000000,801000005,,,
R_000077,201000356,201000357,801000001,2,片,
R_000078,201000356,201000358,801000003,,,1.0
R_000079,201000356,201000359,801000003,,,2.0
R_000080,201000356,201000360,801000003,,,3.0
R_000081,201000356,201000361,801000003,,,4.0
R_000082,201000356,740000000,801000004,,,
R_000083,201000356,610000000,801000005,,,
R_000084,201000362,201000363,801000001,3,个,
R_000085,201000362,201000364,801000001,10,克,
R_000086,201000362,201000365,801000001,5,克,
R_000087,201000362,201000366,801000001,1,克,
R_000088,201000362,201000367,801000003,,,1.0
R_000089,201000362,201000368,801000003,,,2.0
R_000090,201000362,201000369,801000003,,,3.0
R_000091,201000362,201000370,801000003,,,4.0
R_000092,201000362,740000000,801000004,,,
R_000093,201000362,620000000,801000005,,,
R_000094,201000371,201000372,801000001,400,g,
R_000095,201000371,201000373,801000001,4,g,
R_000096,201000371,201000374,801000001,0.5-1,g,
R_000097,201000371,201000375,801000001,3,g,
R_000098,201000371,201000376,801000001,5,g,
R_000099,201000371,201000377,801000001,15,g,
R_000100,201000371,201000378,801000001,20,g,
R_000101,201000371,201000379,801000001,15,g,
R_000102,201000371,201000380,801000001,25,g,
R_000103,201000371,201000381,801000001,3,g,
R_000104,201000371,201000382,801000003,,,1.0
R_000105,201000371,201000383,801000003,,,2.0
R_000106,201000371,201000384,801000003,,,3.0
R_000107,201000371,201000385,801000003,,,4.0
R_000108,201000371,201000386,801000003,,,5.0
R_000109,201000371,201000387,801000003,,,6.0
R_000110,201000371,740000000,801000004,,,
R_000111,201000371,630000000,801000005,,,
R_000112,201000388,201000389,801000001,2,只,
R_000113,201000388,201000390,801000001,2,g,
R_000114,201000388,201000391,801000001,260,ml,
R_000115,201000388,201000392,801000003,,,1.0
R_000116,201000388,201000393,801000003,,,2.0
R_000117,201000388,201000394,801000003,,,3.0
R_000118,201000388,201000395,801000003,,,4.0
R_000119,201000388,201000396,801000003,,,5.0
R_000120,201000388,740000000,801000004,,,
R_000121,201000388,620000000,801000005,,,
R_000001,201000397,201000398,801000001,5,个,
R_000002,201000397,201000399,801000001,400,ml,
R_000003,201000397,201000400,801000003,,,1.0
R_000004,201000397,201000401,801000003,,,2.0
R_000005,201000397,201000402,801000003,,,3.0
R_000006,201000397,201000403,801000003,,,4.0
R_000007,201000397,201000404,801000003,,,5.0
R_000008,201000397,201000405,801000003,,,6.0
R_000009,201000397,201000406,801000003,,,7.0
R_000010,201000397,740000000,801000004,,,
R_000011,201000397,620000000,801000005,,,
R_000012,201000407,201000408,801000001,2,块,
R_000013,201000407,201000409,801000001,1,个,
R_000014,201000407,201000410,801000001,10,克,
R_000015,201000407,201000411,801000001,10-15,毫升,
R_000016,201000407,201000412,801000001,2,克,
R_000017,201000407,201000413,801000003,,,1.0
R_000018,201000407,201000414,801000003,,,2.0
R_000019,201000407,201000415,801000003,,,3.0
R_000020,201000407,201000416,801000003,,,4.0
R_000021,201000407,201000417,801000003,,,5.0
R_000022,201000407,201000418,801000003,,,6.0
R_000023,201000407,740000000,801000004,,,
R_000024,201000407,750000000,801000004,,,
R_000025,201000407,620000000,801000005,,,
R_000026,201000419,201000420,801000001,65,g,
R_000027,201000419,201000421,801000001,2,片,
R_000028,201000419,201000422,801000001,50,mL,
R_000029,201000419,201000423,801000001,10-15,mL,
R_000030,201000419,201000424,801000001,适量,片,
R_000031,201000419,201000425,801000001,适量,片,
R_000032,201000419,201000426,801000003,,,1.0
R_000033,201000419,201000427,801000003,,,2.0
R_000034,201000419,201000428,801000003,,,3.0
R_000035,201000419,201000429,801000003,,,4.0
R_000036,201000419,201000430,801000003,,,5.0
R_000037,201000419,740000000,801000004,,,
R_000038,201000419,610000000,801000005,,,
R_000039,201000431,201000432,801000001,1,个,
R_000040,201000431,201000433,801000001,2,片,
R_000041,201000431,201000434,801000001,2,片,
R_000042,201000431,201000435,801000001,10,g,
R_000043,201000431,201000436,801000001,20,g,
R_000044,201000431,201000437,801000001,1,g,
R_000045,201000431,201000438,801000001,2,g,
R_000046,201000431,201000439,801000003,,,1.0
R_000047,201000431,201000440,801000003,,,2.0
R_000048,201000431,201000441,801000003,,,3.0
R_000049,201000431,201000442,801000003,,,4.0
R_000050,201000431,201000443,801000003,,,5.0
R_000051,201000431,201000444,801000003,,,6.0
R_000052,201000431,740000000,801000004,,,
R_000053,201000431,620000000,801000005,,,
R_000054,201000445,201000446,801000001,1,个,
R_000055,201000445,201000447,801000001,适量,,
R_000056,201000445,201000448,801000001,适量,,
R_000057,201000445,201000449,801000003,,,1.0
R_000058,201000445,201000450,801000003,,,2.0
R_000059,201000445,201000451,801000003,,,3.0
R_000060,201000445,201000452,801000003,,,4.0
R_000061,201000445,201000453,801000003,,,5.0
R_000062,201000445,201000454,801000003,,,6.0
R_000063,201000445,201000455,801000003,,,7.0
R_000064,201000445,740000000,801000004,,,
R_000065,201000445,630000000,801000005,,,
R_000066,201000456,201000457,801000001,50,g,
R_000067,201000456,201000458,801000001,1-2,份,
R_000068,201000456,201000459,801000001,1-2,片,
R_000069,201000456,201000460,801000001,1-2,片,
R_000070,201000456,201000461,801000003,,,1.0
R_000071,201000456,201000462,801000003,,,2.0
R_000072,201000456,201000463,801000003,,,3.0
R_000073,201000456,201000464,801000003,,,4.0
R_000074,201000456,201000465,801000003,,,5.0
R_000075,201000456,201000466,801000003,,,6.0
R_000076,201000456,201000467,801000003,,,7.0
R_000077,201000456,201000468,801000003,,,8.0
R_000078,201000456,740000000,801000004,,,
R_000079,201000456,630000000,801000005,,,
R_000080,201000469,201000470,801000001,要烙饼的张数 / 0.13,g,
R_000081,201000469,201000471,801000001,要烙饼的张数 * 10,ml,
R_000082,201000469,201000472,801000001,要烙饼的张数 / 2,g,
R_000083,201000469,201000473,801000003,,,1.0
R_000084,201000469,201000474,801000003,,,2.0
R_000085,201000469,201000475,801000003,,,3.0
R_000086,201000469,790000000,801000004,,,
R_000087,201000469,620000000,801000005,,,
R_000088,201000476,201000477,801000001,60,克,
R_000089,201000476,201000478,801000001,20,克,
R_000090,201000476,201000479,801000001,10,克,
R_000091,201000476,201000480,801000001,15,克,
R_000092,201000476,201000481,801000001,20,克,
R_000093,201000476,201000482,801000001,15,克,
R_000094,201000476,201000483,801000001,8,克,
R_000095,201000476,201000484,801000001,5,克,
R_000096,201000476,201000485,801000001,5,克,
R_000097,201000476,201000486,801000001,30,克,
R_000098,201000476,201000487,801000001,适量,,
R_000099,201000476,201000488,801000001,10,毫升,
R_000100,201000476,201000489,801000001,10,毫升,
R_000101,201000476,201000490,801000001,10,毫升,
R_000102,201000476,201000491,801000001,10,毫升,
R_000103,201000476,201000492,801000003,,,1.0
R_000104,201000476,201000493,801000003,,,2.0
R_000105,201000476,201000494,801000003,,,3.0
R_000106,201000476,201000495,801000003,,,4.0
R_000107,201000476,790000000,801000004,,,
R_000108,201000476,620000000,801000005,,,
R_000109,201000496,201000497,801000001,100,ml,
R_000110,201000496,201000498,801000001,500,ml,
R_000111,201000496,201000499,801000001,适量,,
R_000112,201000496,201000500,801000003,,,1.0
R_000113,201000496,201000501,801000003,,,2.0
R_000114,201000496,201000502,801000003,,,3.0
R_000115,201000496,201000503,801000003,,,4.0
R_000116,201000496,201000504,801000003,,,5.0
R_000117,201000496,201000505,801000003,,,6.0
R_000118,201000496,790000000,801000004,,,
R_000119,201000496,640000000,801000005,,,
R_000120,201000506,201000507,801000001,50,ml,
R_000121,201000506,201000508,801000001,40,ml,
R_000122,201000506,201000509,801000001,30,g,
R_000123,201000506,201000510,801000001,20,ml,
R_000124,201000506,201000511,801000001,10,ml,
R_000125,201000506,201000512,801000003,,,1.0
R_000126,201000506,201000513,801000003,,,2.0
R_000127,201000506,201000514,801000003,,,3.0
R_000128,201000506,201000515,801000003,,,4.0
R_000129,201000506,790000000,801000004,,,
R_000130,201000506,620000000,801000005,,,
R_000001,201000516,201000517,801000001,200,克,
R_000002,201000516,201000518,801000001,80,克,
R_000003,201000516,201000519,801000001,20,克,
R_000004,201000516,201000520,801000001,10,毫升,
R_000005,201000516,201000521,801000001,150,克,
R_000006,201000516,201000522,801000001,50,克,
R_000007,201000516,201000523,801000001,适量,,
R_000008,201000516,201000524,801000003,,,1.0
R_000009,201000516,201000525,801000003,,,2.0
R_000010,201000516,201000526,801000003,,,3.0
R_000011,201000516,201000527,801000003,,,4.0
R_000012,201000516,201000528,801000003,,,5.0
R_000013,201000516,790000000,801000004,,,
R_000014,201000516,630000000,801000005,,,
R_000015,201000529,201000530,801000001,2,瓣,
R_000016,201000529,201000531,801000001,5,克,
R_000017,201000529,201000532,801000001,15,毫升,
R_000018,201000529,201000533,801000001,30,毫升,
R_000019,201000529,201000534,801000003,,,1.0
R_000020,201000529,201000535,801000003,,,2.0
R_000021,201000529,201000536,801000003,,,3.0
R_000022,201000529,201000537,801000003,,,4.0
R_000023,201000529,790000000,801000004,,,
R_000024,201000529,620000000,801000005,,,
R_000025,201000538,201000539,801000001,100,克,
R_000026,201000538,201000540,801000001,150,毫升,
R_000027,201000538,201000541,801000001,1,个,
R_000028,201000538,201000542,801000001,1,个,
R_000029,201000538,201000543,801000001,15,克,
R_000030,201000538,201000544,801000001,5,克,
R_000031,201000538,201000545,801000001,10,克,
R_000032,201000538,201000546,801000001,1,个,
R_000033,201000538,201000547,801000001,3-5,根,
R_000034,201000538,201000548,801000001,1,个,
R_000035,201000538,201000549,801000001,20-50,粒,
R_000036,201000538,201000550,801000001,2-3,片,
R_000037,201000538,201000551,801000001,2-3,片,
R_000038,201000538,201000552,801000001,适量,,
R_000039,201000538,201000553,801000001,30,克,
R_000040,201000538,201000554,801000001,5,毫升,
R_000041,201000538,201000555,801000003,,,1.0
R_000042,201000538,201000556,801000003,,,2.0
R_000043,201000538,201000557,801000003,,,3.0
R_000044,201000538,201000558,801000003,,,4.0
R_000045,201000538,201000559,801000003,,,5.0
R_000046,201000538,201000560,801000003,,,6.0
R_000047,201000538,201000561,801000003,,,7.0
R_000048,201000538,201000562,801000003,,,8.0
R_000049,201000538,201000563,801000003,,,9.0
R_000050,201000538,201000564,801000003,,,10.0
R_000051,201000538,201000565,801000003,,,11.0
R_000052,201000538,790000000,801000004,,,
R_000053,201000538,630000000,801000005,,,
R_000054,201000566,201000567,801000001,1200,克,
R_000055,201000566,201000568,801000001,400,克,
R_000056,201000566,201000569,801000003,,,1.0
R_000057,201000566,201000570,801000003,,,2.0
R_000058,201000566,201000571,801000003,,,3.0
R_000059,201000566,201000572,801000003,,,4.0
R_000060,201000566,201000573,801000003,,,5.0
R_000061,201000566,201000574,801000003,,,6.0
R_000062,201000566,201000575,801000003,,,7.0
R_000063,201000566,790000000,801000004,,,
R_000064,201000566,620000000,801000005,,,
R_000065,201000576,201000577,801000001,100,克,
R_000066,201000576,201000578,801000001,100,克,
R_000067,201000576,201000579,801000003,,,1.0
R_000068,201000576,201000580,801000003,,,2.0
R_000069,201000576,790000000,801000004,,,
R_000070,201000576,610000000,801000005,,,
R_000071,201000581,201000582,801000001,200,g,
R_000072,201000581,201000583,801000001,30,g,
R_000073,201000581,201000584,801000001,15,g,
R_000074,201000581,201000585,801000001,适量,,
R_000075,201000581,201000586,801000001,适量,,
R_000076,201000581,201000587,801000003,,,1.0
R_000077,201000581,201000588,801000003,,,2.0
R_000078,201000581,201000589,801000003,,,3.0
R_000079,201000581,201000590,801000003,,,4.0
R_000080,201000581,201000591,801000003,,,5.0
R_000081,201000581,201000592,801000003,,,6.0
R_000082,201000581,770000000,801000004,,,
R_000083,201000581,630000000,801000005,,,
