concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000427,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将 1 片吐司放在轻食机上,2.0,放置,轻食机,
201000428,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将做好的金枪鱼酱涂抹到吐司上，建议 10-15ml,3.0,涂抹,勺子,
201000429,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将另一片方形吐司片覆盖在上面，并按压轻食机，开机,4.0,烤,轻食机,
201000430,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,待轻食机自动停止加热，即可装盘使用,5.0,装盘,盘子,
201000431,Recipe,鸡蛋三明治,鸡蛋三明治 (Recipe),鸡蛋三明治,[],早餐,2.0,,5分钟,5分钟,1人份,"可加入芝士,可加入酸黄瓜",dishes\breakfast\鸡蛋三明治.md,,,,,,,,
201000432,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000433,Ingredient,吐司,吐司 (Ingredient),吐司,[],淀粉类,,,,,,,,2,片,True,,,,,
201000434,Ingredient,培根,培根 (Ingredient),培根,[],蛋白质,,,,,,,,2,片,True,,,,,
201000435,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,10,g,False,,,,,
201000436,Ingredient,蛋黄酱,蛋黄酱 (Ingredient),蛋黄酱,[],调料,,,,,,,,20,g,False,,,,,
201000437,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000438,Ingredient,黑胡椒,黑胡椒 (Ingredient),黑胡椒,[],调料,,,,,,,,2,g,False,,,,,
201000439,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,吐司切去四边，备用,1.0,切,"刀,案板",
201000440,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,鸡蛋煮熟，捣碎,2.0,"煮,捣","锅,碗",
201000441,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,混合鸡蛋、蛋黄酱、盐、黑胡椒,3.0,混合,"碗,筷子",
201000442,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,锅中加入黄油，煎熟培根,4.0,煎,"平底锅,锅铲",
201000443,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,组装吐司，在两片吐司间加入制作好的鸡蛋酱及培根,5.0,组装,刀,
201000444,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,四边形吐司切成三角形装盘,6.0,"切,装盘","刀,盘子",
201000445,Recipe,温泉蛋,温泉蛋 (Recipe),温泉蛋,[],早餐,3.0,日料,5分钟,28分钟,1人份,"使用带夹子的温度计,使用稍厚的锅方便控温,购买正规可生食鸡蛋,机械式温度计探头需没入水中至少6cm",dishes\breakfast\温泉蛋\温泉蛋.md,,,,,,,,
201000446,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000447,Ingredient,昆布酱油,昆布酱油 (Ingredient),昆布酱油,[],调料,,,,,,,,适量,,False,,,,,
201000448,Ingredient,香葱,香葱 (Ingredient),香葱,[],蔬菜,,,,,,,,适量,,False,,,,,
201000449,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,在锅中盛装一定量自来水，确保水面没过约鸡蛋3cm，水中插入温度计,1.0,煮,"锅,温度计",
201000450,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,开火或打开电磁炉，逐渐调整电磁炉功率或火苗大小，使得水温保持在70摄氏度,2.0,煮,"锅,电磁炉,温度计",
201000451,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将鸡蛋放入锅中。鸡蛋不可互相堆叠，应皆在底部，并留有空间可以晃动,3.0,煮,锅,
201000452,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,保持当前温度70摄氏度,4.0,"煮,焖","锅,温度计",25分钟
201000453,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,准备一杯冰水,5.0,准备,杯子,
201000454,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,捞出鸡蛋，并立刻放入冰水中,6.0,冷却,"锅,杯子",3分钟
201000455,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,将鸡蛋打入小碗，完成制作,7.0,装盘,碗,
201000456,Recipe,苏格兰蛋,苏格兰蛋 (Recipe),苏格兰蛋,[],早餐,3.0,,,20-30分钟,1份,食材可直接网购,dishes\breakfast\苏格兰蛋\苏格兰蛋.md,,,,,,,,
201000457,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,50,g,True,,,,,
201000458,Ingredient,手抓饼,手抓饼 (Ingredient),手抓饼,[],淀粉类,,,,,,,,1-2,份,True,,,,,
201000459,Ingredient,芝士片,芝士片 (Ingredient),芝士片,[],蛋白质,,,,,,,,1-2,片,False,,,,,
201000460,Ingredient,培根片,培根片 (Ingredient),培根片,[],蛋白质,,,,,,,,1-2,片,True,,,,,
201000461,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,用冷水下锅水开 3 分钟后捞出,1.0,煮,锅,3分钟
201000462,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,鸡蛋捞出，放入冰水中剥壳更快速也更完整,2.0,剥壳,盆,
201000463,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,用芝士片包裹鸡蛋,3.0,包,,
201000464,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,培根片包裹鸡蛋,4.0,包,,
201000465,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,手抓饼两端切除以矩形包裹鸡蛋,5.0,"切,包","刀,案板",
201000466,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,油温 6 成下锅（油面波动，有青烟，筷子插入油中周围泛起气泡即是 6 成温度） 炸制金黄即可,6.0,炸,"油锅,筷子",炸至金黄
201000467,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,空气炸锅 160 度 15 分钟,7.0,"烤,炸",空气炸锅,15分钟
201000468,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,切开即可食用,8.0,切,刀,
201000469,Recipe,油酥,油酥 (Recipe),油酥,[],调料,2.0,,,,按烙饼张数计算,,dishes\condiment\油酥.md,,,,,,,,
201000470,Ingredient,面粉,面粉 (Ingredient),面粉,[],淀粉类,,,,,,,,要烙饼的张数 / 0.13,g,True,,,,,
201000471,Ingredient,油,油 (Ingredient),油,[],其他,,,,,,,,要烙饼的张数 * 10,ml,False,,,,,
201000472,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,要烙饼的张数 / 2,g,False,,,,,
201000473,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,面粉盛小碗里，加入盐,1.0,混合,碗,
201000474,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,加入 200 度的热油,2.0,烫,碗,
201000475,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,用筷子将其搅拌成无固状物体的糊状,3.0,搅拌,筷子,
201000476,Recipe,炸串酱料,炸串酱料 (Recipe),炸串酱料,"[{'term': '油炸串酱料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'deep-fried串酱料', 'language': 'en', 'language_code': 'en-US'}]",调料,2.0,,10分钟,,,"调味可按喜好添加,必须分次倒入热油并搅拌,原料可按比例缩减",dishes\condiment\炸串酱料.md,,,,,,,,
201000477,Ingredient,干辣椒面,干辣椒面 (Ingredient),干辣椒面,[],调料,,,,,,,,60,克,False,,,,,
201000478,Ingredient,孜然粉,孜然粉 (Ingredient),孜然粉,[],调料,,,,,,,,20,克,False,,,,,
201000479,Ingredient,胡椒粉,胡椒粉 (Ingredient),胡椒粉,[],调料,,,,,,,,10,克,False,,,,,
201000480,Ingredient,五香粉,五香粉 (Ingredient),五香粉,[],调料,,,,,,,,15,克,False,,,,,
201000481,Ingredient,食盐,食盐 (Ingredient),食盐,[],调料,,,,,,,,20,克,False,,,,,
201000482,Ingredient,花椒粉,花椒粉 (Ingredient),花椒粉,[],调料,,,,,,,,15,克,False,,,,,
201000483,Ingredient,鸡精,鸡精 (Ingredient),鸡精,[],调料,,,,,,,,8,克,False,,,,,
201000484,Ingredient,十三香,十三香 (Ingredient),十三香,[],调料,,,,,,,,5,克,False,,,,,
201000485,Ingredient,麻辣鲜,麻辣鲜 (Ingredient),麻辣鲜,[],调料,,,,,,,,5,克,False,,,,,
201000486,Ingredient,白芝麻,白芝麻 (Ingredient),白芝麻,[],调料,,,,,,,,30,克,False,,,,,
201000487,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,适量,,False,,,,,
201000488,Ingredient,香油,香油 (Ingredient),香油,[],调料,,,,,,,,10,毫升,False,,,,,
201000489,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,毫升,False,,,,,
201000490,Ingredient,花椒油,花椒油 (Ingredient),花椒油,[],调料,,,,,,,,10,毫升,False,,,,,
201000491,Ingredient,蚝油,蚝油 (Ingredient),蚝油,[],调料,,,,,,,,10,毫升,False,,,,,
201000492,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,所有原料在容器内混合，搅拌均匀。,1.0,"混合,搅拌","容器,筷子",
201000493,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,锅里烧热油，油的用量以在容器内没过所有原材料为佳。,2.0,"加热,烧",锅,
201000494,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,分三次淋入热油，每次 1/3，同时搅拌。,3.0,"淋,搅拌","锅,容器,筷子",
201000495,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,最后放入香油 10ml，生抽 10ml，花椒油 10ml，蚝油 10ml。,4.0,"加入,混合",容器,
201000496,Recipe,简易版炒糖色,简易版炒糖色 (Recipe),简易版炒糖色,[],调料,4.0,,,,,"炒糖色过程火不要太大，火候过了发苦，不够发甜,冰糖炒出来的糖色色泽最为鲜艳红亮，必须水油炒,白砂糖必须水油炒，绵白糖可以不加水,冰糖结块需提前敲碎,糖色完成后需快速进行下一步操作以免发苦",dishes\condiment\简易版炒糖色.md,,,,,,,,
201000497,Ingredient,油,油 (Ingredient),油,[],调料,,,,,,,,100,ml,False,,,,,
201000498,Ingredient,开水,开水 (Ingredient),开水,[],其他,,,,,,,,500,ml,False,,,,,
201000499,Ingredient,糖（冰糖）,糖（冰糖） (Ingredient),糖（冰糖）,[],调料,,,,,,,,适量,,True,,,,,
201000500,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,开火，并向锅中倒入100ml开水。,1.0,煮,炒锅,
201000501,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,再向锅中倒入100ml油，与第一步间隔越短越好，此时锅为大火中火都可以，着急的话可以大火。,2.0,炒,炒锅,
201000502,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,放入冰糖（如果冰糖过于耦合，可以提前敲碎，做到耦合度越低越好）。,3.0,炒,炒锅,
201000503,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,调整火力为中火，开始一直搅拌。,4.0,"炒,搅拌","炒锅,锅铲",
201000504,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,搅拌至变成棕褐色时转为小火，继续搅拌至变稀、变红茶色、再变成酱红色后起小泡泡。小泡泡逐渐消失后出现大泡泡，大泡泡出现时糖色完成。,5.0,"炒,搅拌","炒锅,锅铲",
201000505,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,快速进行下一步操作：操作1直接加400ml开水降温；或操作2加入葱姜蒜花椒等调味品进行翻炒。,6.0,"炒,煮",炒锅,
201000506,Recipe,糖醋汁,糖醋汁 (Recipe),糖醋汁,"[{'term': 'sweet and sour汁', 'language': 'en', 'language_code': 'en-US'}]",调料,2.0,,,5-10分钟,,,dishes\condiment\糖醋汁.md,,,,,,,,
201000507,Ingredient,清水,清水 (Ingredient),清水,[],其他,,,,,,,,50,ml,False,,,,,
201000508,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,40,ml,False,,,,,
201000509,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,30,g,False,,,,,
201000510,Ingredient,白醋,白醋 (Ingredient),白醋,[],调料,,,,,,,,20,ml,False,,,,,
201000511,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201000512,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,按照比例将各调料在小碗中搅拌均匀,1.0,搅拌,小碗,
201000513,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,按不同菜肴的方式处理完毕后，将配制好的糖醋汁倒入锅中,2.0,倒,锅,
201000514,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,根据各菜肴的不同，烹制 5-10 分钟,3.0,煮,锅,5-10分钟
201000515,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,大火收汁，可增加菜的浓度、香味和光泽,4.0,收汁,锅,
