concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000856,Ingredient,糖浆,糖浆 (Ingredient),糖浆,[],调料,,,,,,,,20,毫升,False,,,,,
201000857,Ingredient,金色朗姆酒,金色朗姆酒 (Ingredient),金色朗姆酒,[],其他,,,,,,,,45,毫升,True,,,,,
201000858,Ingredient,蓝天原味伏特加,蓝天原味伏特加 (Ingredient),蓝天原味伏特加,[],其他,,,,,,,,10,毫升,False,,,,,
201000859,Ingredient,冰块,冰块 (Ingredient),冰块,[],其他,,,,,,,,适量,,False,,,,,
201000860,Ingredient,冰镇苏打水,冰镇苏打水 (Ingredient),冰镇苏打水,[],其他,,,,,,,,适量,,False,,,,,
201000861,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将切成半块的青柠之一切成小块，放入海波杯，随后用研杵将其捣出汁；,1.0,"切,捣","刀,海波杯,研杵",
201000862,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,用 3-4 珠薄荷叶沿着杯口涂抹，随后将其放入杯中；,2.0,涂抹,海波杯,
201000863,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入 糖浆 20ml；,3.0,加入,海波杯,
201000864,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,加入 金色朗姆酒 45ml；,4.0,加入,海波杯,
201000865,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将剩下的半块青柠压出汁水放入杯中；,5.0,压,"压汁器,海波杯",
201000866,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,轻轻搅拌，使砂糖/糖浆处于半融合状态；,6.0,搅拌,"海波杯,搅拌棒",
201000867,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,将打碎的冰块放入杯中，直到占杯中 3/4；,7.0,加入,海波杯,
201000868,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,加入冰镇苏打水直到刚好淹没碎冰；,8.0,加入,海波杯,
201000869,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,旋转搅拌半分钟；,9.0,搅拌,"海波杯,搅拌棒",半分钟
201000870,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,使用碎冰将海波杯补满；,10.0,加入,海波杯,
201000871,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,将剩下的一株薄荷叶拍醒，插入碎冰，作装饰。,11.0,"拍,装饰",海波杯,
201000872,Recipe,冬瓜茶,冬瓜茶 (Recipe),冬瓜茶,[],饮料,2.0,,2小时以上,1~2小时,4-5人,"甜度可调,冷藏保存,建议1周内喝完",dishes\drink\冬瓜茶.md,,,,,,,,
201000873,Ingredient,冬瓜,冬瓜 (Ingredient),冬瓜,[],蔬菜,,,,,,,,1000,g,True,,,,,
201000874,Ingredient,冰糖,冰糖 (Ingredient),冰糖,"[{'term': '冰片糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '块糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,300,g,False,,,,,
201000875,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将冬瓜去皮，去籽，切成小块（每块不超过 4cm）。,1.0,"去皮,切","刀,案板",
201000876,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,冬瓜加入冰糖，搅拌均匀，盖上保鲜膜放冰箱冷藏 2 小时以上。,2.0,"搅拌,冷藏,腌制","保鲜膜,冰箱,碗",2小时以上
201000877,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,此时冬瓜出了很多水，倒入锅中大火煮开，然后转中小火慢慢熬制 1~2 个小时，中途多搅拌防止糊锅。,3.0,"煮,熬,搅拌","大锅,锅铲",1~2个小时
201000878,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,使用过滤网将煮好的冬瓜茶液过滤，取出冬瓜块，只保留茶液。,4.0,过滤,过滤网,
201000879,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将冬瓜茶液放凉后，倒入干净的容器中，放入冰箱冷藏即可。,5.0,"冷却,冷藏","容器,冰箱",
201000880,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,熬好的冬瓜茶液是浓缩汁，根据个人喜好添加水或其他饮品，冷热皆宜。,6.0,调配,杯子,
201000881,Recipe,可乐桶,可乐桶 (Recipe),可乐桶,[],饮料,2.0,,,,1杯,"饮酒有害健康,未成年人禁止饮酒,注意饮酒安全,防止过量饮酒",dishes\drink\可乐桶.md,,,,,,,,
201000882,Ingredient,波旁威士忌,波旁威士忌 (Ingredient),波旁威士忌,[],其他,,,,,,,,100,毫升,True,,,,,
201000883,Ingredient,可口可乐,可口可乐 (Ingredient),可口可乐,[],其他,,,,,,,,500,毫升,True,,,,,
201000884,Ingredient,柠檬,柠檬 (Ingredient),柠檬,[],蔬菜,,,,,,,,1,个,False,,,,,
201000885,Ingredient,冰块,冰块 (Ingredient),冰块,[],其他,,,,,,,,300,克,False,,,,,
201000886,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将柠檬对半切（刀方向垂直于柠檬的头尾连线），并从其中的一半中切取一片柠檬备用,1.0,切,刀,
201000887,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,再次将柠檬对半切，将得到的 4 角柠檬用压汁器压出柠檬汁置于容器中备用,2.0,"切,榨汁","刀,手动压汁器,容器",
201000888,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将挤压过的柠檬置于容器中备用,3.0,放置,容器,
201000889,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,选择一个杯子，建议使用容量在大约 1 升的大型玻璃杯或铁皮酒桶,4.0,准备,"大型玻璃杯,铁皮酒桶",
201000890,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将冰块和挤压过的柠檬入杯中（可根据个人喜好设计柠檬与冰块的摆放）,5.0,混合,杯子,
201000891,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,倒入 15 毫升柠檬汁（如果喜酸可以加多点或全加）,6.0,调配,杯子,
201000892,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,沿杯壁缓慢倒入可口可乐至距离杯口 3/4 处（控制可乐和威士忌的比例约在 5:1 ）,7.0,调配,杯子,
201000893,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,倒入威士忌直至满杯,8.0,调配,杯子,
201000894,Recipe,奶茶,奶茶 (Recipe),奶茶,[],饮料,2.0,,30分钟,,1份,"保温冲泡,水温控制,搅动茶包",dishes\drink\奶茶.md,,,,,,,,
201000895,Ingredient,袋泡红茶,袋泡红茶 (Ingredient),袋泡红茶,[],其他,,,,,,,,2,包,True,,,,,
201000896,Ingredient,奶粉,奶粉 (Ingredient),奶粉,[],蛋白质,,,,,,,,11-12,克,True,,,,,
201000897,Ingredient,砂糖,砂糖 (Ingredient),砂糖,[],调料,,,,,,,,5-7,克,False,,,,,
201000898,Ingredient,沸水,沸水 (Ingredient),沸水,[],其他,,,,,,,,180-200,毫升,False,,,,,
201000899,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,取袋泡红茶 2 包放入杯中，加入 180-200mL 沸水。,1.0,冲泡,杯子,
201000900,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,等待 20 - 30 分钟。,2.0,浸泡,杯子,20-30分钟
201000901,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,称取 11-12g 奶粉和 5-7g 砂糖，分别加入前一步骤得到的液体中。,3.0,混合,"秤,杯子",
201000902,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,搅拌均匀即可饮用。,4.0,搅拌,勺子,
201000903,Recipe,杨枝甘露,杨枝甘露 (Recipe),杨枝甘露,[],饮料,2.0,,15分钟,0分钟,1,奇亚籽免煮,dishes\drink\杨枝甘露.md,,,,,,,,
201000904,Ingredient,奇亚籽,奇亚籽 (Ingredient),奇亚籽,[],其他,,,,,,,,24,g,True,,,,,
201000905,Ingredient,牛奶,牛奶 (Ingredient),牛奶,[],蛋白质,,,,,,,,50,ml,True,,,,,
201000906,Ingredient,冰块,冰块 (Ingredient),冰块,[],其他,,,,,,,,2,小块,False,,,,,
201000907,Ingredient,芒果,芒果 (Ingredient),芒果,[],蔬菜,,,,,,,,1,粒,True,,,,,
201000908,Ingredient,葡萄柚,葡萄柚 (Ingredient),葡萄柚,[],蔬菜,,,,,,,,1/2,粒,True,,,,,
201000909,Ingredient,椰奶,椰奶 (Ingredient),椰奶,[],其他,,,,,,,,150,ml,True,,,,,
201000910,Ingredient,切丝芒果干,切丝芒果干 (Ingredient),切丝芒果干,[],蔬菜,,,,,,,,适量,,False,,,,,
201000911,Ingredient,切丝柳橙干,切丝柳橙干 (Ingredient),切丝柳橙干,[],蔬菜,,,,,,,,适量,,False,,,,,
201000912,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,奇亚籽泡牛奶 10 分钟。,1.0,泡,杯子,10分钟
201000913,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,泡籽之时，把半粒芒果、葡萄柚去皮切丁，放入杯中。,2.0,"去皮,切","水果刀,杯子",
201000914,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,半粒芒果切小块放入调理机加冰块、椰奶打成泥。,3.0,"切,打","水果刀,调理机/果汁机",
201000915,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,倒入杯中，放上点缀材料（如有）。,4.0,倒,杯子,
201000916,Recipe,酸梅汤（半成品加工）,酸梅汤（半成品加工） (Recipe),酸梅汤（半成品加工）,[],饮料,1.0,,,,,"方糖或二锅头可省略,冷藏后饮用效果更佳,饮酒请勿驾车",dishes\drink\酸梅汤（半成品加工）.md,,,,,,,,
201000917,Ingredient,饮用水,饮用水 (Ingredient),饮用水,[],其他,,,,,,,,1177,克,False,,,,,
201000918,Ingredient,酸梅晶固体饮料,酸梅晶固体饮料 (Ingredient),酸梅晶固体饮料,[],其他,,,,,,,,120,克,True,,,,,
201000919,Ingredient,方糖,方糖 (Ingredient),方糖,[],调料,,,,,,,,9,克,False,,,,,
201000920,Ingredient,北京二锅头酒,北京二锅头酒 (Ingredient),北京二锅头酒,[],调料,,,,,,,,48,克,False,,,,,
201000921,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,取饮用水 1177 克。,1.0,准备,容器,
201000922,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,放入酸梅晶固体饮料 60 克，使用汤匙顺时针搅拌 50 圈。,2.0,搅拌,汤匙,
201000923,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,再放入剩下 60 克酸梅晶固体饮料，再次使用汤匙顺时针搅拌 50 圈。,3.0,搅拌,汤匙,
201000924,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,放入 9 克的方糖，使用汤匙顺时针搅拌 100 圈。,4.0,搅拌,汤匙,
201000925,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,放入北京二锅头酒 48 克，用汤匙顺时针搅拌 30 圈。,5.0,搅拌,汤匙,
201000926,Recipe,长岛冰茶,长岛冰茶 (Recipe),长岛冰茶,[],饮料,2.0,,5分钟,1分钟,1杯,"酒精度约15%,口感柔和",dishes\drink\长岛冰茶.md,,,,,,,,
201000927,Ingredient,金酒,金酒 (Ingredient),金酒,[],其他,,,,,,,,15,ml,True,,,,,
201000928,Ingredient,龙舌兰酒,龙舌兰酒 (Ingredient),龙舌兰酒,[],其他,,,,,,,,15,ml,True,,,,,
201000929,Ingredient,伏特加,伏特加 (Ingredient),伏特加,[],其他,,,,,,,,15,ml,True,,,,,
201000930,Ingredient,白朗姆酒,白朗姆酒 (Ingredient),白朗姆酒,[],其他,,,,,,,,15,ml,True,,,,,
201000931,Ingredient,橙味甜酒,橙味甜酒 (Ingredient),橙味甜酒,[],其他,,,,,,,,15,ml,True,,,,,
201000932,Ingredient,柠檬汁,柠檬汁 (Ingredient),柠檬汁,[],蔬菜,,,,,,,,30,ml,True,,,,,
201000933,Ingredient,枫糖浆,枫糖浆 (Ingredient),枫糖浆,[],调料,,,,,,,,20,ml,False,,,,,
201000934,Ingredient,可乐,可乐 (Ingredient),可乐,[],其他,,,,,,,,75,ml,True,,,,,
201000935,Ingredient,柠檬,柠檬 (Ingredient),柠檬,[],蔬菜,,,,,,,,1,个,True,,,,,
201000936,Ingredient,冰块,冰块 (Ingredient),冰块,[],其他,,,,,,,,100,克,False,,,,,
201000937,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,柠檬对半切，挤出 30ml 柠檬汁至杯中,1.0,"切,挤","刀,高球杯",
201000938,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,依次向杯中加入 15ml 金酒、15ml 龙舌兰酒、15ml 伏特加、15ml 白朗姆酒、15ml 橙味甜酒,2.0,倒,高球杯,
201000939,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,向杯中缓慢倒入 20ml 枫糖浆，边倒边搅拌,3.0,"倒,搅拌","高球杯,搅拌棒",
201000940,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,向杯中加入 75ml 可乐,4.0,倒,高球杯,
201000941,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,向杯中加入冰块直至满杯,5.0,加,高球杯,
201000942,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,轻轻搅拌 20 秒,6.0,搅拌,"高球杯,搅拌棒",20秒
