relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000096,201000903,201000910,801000001,适量,,
R_000097,201000903,201000911,801000001,适量,,
R_000098,201000903,201000912,801000003,,,1.0
R_000099,201000903,201000913,801000003,,,2.0
R_000100,201000903,201000914,801000003,,,3.0
R_000101,201000903,201000915,801000003,,,4.0
R_000102,201000903,780000000,801000004,,,
R_000103,201000903,620000000,801000005,,,
R_000104,201000916,201000917,801000001,1177,克,
R_000105,201000916,201000918,801000001,120,克,
R_000106,201000916,201000919,801000001,9,克,
R_000107,201000916,201000920,801000001,48,克,
R_000108,201000916,201000921,801000003,,,1.0
R_000109,201000916,201000922,801000003,,,2.0
R_000110,201000916,201000923,801000003,,,3.0
R_000111,201000916,201000924,801000003,,,4.0
R_000112,201000916,201000925,801000003,,,5.0
R_000113,201000916,780000000,801000004,,,
R_000114,201000916,610000000,801000005,,,
R_000115,201000926,201000927,801000001,15,ml,
R_000116,201000926,201000928,801000001,15,ml,
R_000117,201000926,201000929,801000001,15,ml,
R_000118,201000926,201000930,801000001,15,ml,
R_000119,201000926,201000931,801000001,15,ml,
R_000120,201000926,201000932,801000001,30,ml,
R_000121,201000926,201000933,801000001,20,ml,
R_000122,201000926,201000934,801000001,75,ml,
R_000123,201000926,201000935,801000001,1,个,
R_000124,201000926,201000936,801000001,100,克,
R_000125,201000926,201000937,801000003,,,1.0
R_000126,201000926,201000938,801000003,,,2.0
R_000127,201000926,201000939,801000003,,,3.0
R_000128,201000926,201000940,801000003,,,4.0
R_000129,201000926,201000941,801000003,,,5.0
R_000130,201000926,201000942,801000003,,,6.0
R_000131,201000926,780000000,801000004,,,
R_000132,201000926,620000000,801000005,,,
