relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000061,201000183,201000194,801000001,4,ml,
R_000062,201000183,201000195,801000001,5-8,克,
R_000063,201000183,201000196,801000001,1,个,
R_000064,201000183,201000197,801000001,1-3,片,
R_000065,201000183,201000198,801000001,10,ml,
R_000066,201000183,201000199,801000001,400,克,
R_000067,201000183,201000200,801000003,,,1.0
R_000068,201000183,201000201,801000003,,,2.0
R_000069,201000183,201000202,801000003,,,3.0
R_000070,201000183,201000203,801000003,,,4.0
R_000071,201000183,201000204,801000003,,,5.0
R_000072,201000183,201000205,801000003,,,6.0
R_000073,201000183,201000206,801000003,,,7.0
R_000074,201000183,730000000,801000004,,,
R_000075,201000183,630000000,801000005,,,
R_000076,201000207,201000208,801000001,300,g,
R_000077,201000207,201000209,801000001,7,g,
R_000078,201000207,201000210,801000001,15,ml,
R_000079,201000207,201000211,801000001,45,ml,
R_000080,201000207,201000212,801000001,10,ml,
R_000081,201000207,201000213,801000001,5,ml,
R_000082,201000207,201000214,801000001,10,ml,
R_000083,201000207,201000215,801000001,2.5,ml,
R_000084,201000207,201000216,801000003,,,1.0
R_000085,201000207,201000217,801000003,,,2.0
R_000086,201000207,201000218,801000003,,,3.0
R_000087,201000207,201000219,801000003,,,4.0
R_000088,201000207,201000220,801000003,,,5.0
R_000089,201000207,201000221,801000003,,,6.0
R_000090,201000207,730000000,801000004,,,
R_000091,201000207,630000000,801000005,,,
R_000092,201000222,201000223,801000001,2,片,
R_000093,201000222,201000224,801000001,足够涂满一面吐司的量,,
R_000094,201000222,201000225,801000003,,,1.0
R_000095,201000222,201000226,801000003,,,2.0
R_000096,201000222,201000227,801000003,,,3.0
R_000097,201000222,201000228,801000003,,,4.0
R_000098,201000222,201000229,801000003,,,5.0
R_000099,201000222,740000000,801000004,,,
R_000100,201000222,610000000,801000005,,,
R_000101,201000230,201000231,801000001,1,个,
R_000102,201000230,201000232,801000001,1,g,
R_000103,201000230,201000233,801000001,5,mL,
R_000104,201000230,201000234,801000003,,,1.0
R_000105,201000230,201000235,801000003,,,2.0
R_000106,201000230,201000236,801000003,,,3.0
R_000107,201000230,201000237,801000003,,,4.0
R_000108,201000230,740000000,801000004,,,
R_000109,201000230,620000000,801000005,,,
R_000110,201000238,201000239,801000001,1,个,
R_000111,201000238,201000240,801000001,1500,ml,
R_000112,201000238,201000241,801000001,1500,ml,
R_000113,201000238,201000242,801000001,适量,,
R_000114,201000238,201000243,801000003,,,1.0
R_000115,201000238,201000244,801000003,,,2.0
R_000116,201000238,201000245,801000003,,,3.0
R_000117,201000238,201000246,801000003,,,4.0
R_000118,201000238,201000247,801000003,,,5.0
R_000119,201000238,201000248,801000003,,,6.0
R_000120,201000238,201000249,801000003,,,7.0
R_000121,201000238,740000000,801000004,,,
R_000122,201000238,650000000,801000005,,,
R_000123,201000250,201000251,801000001,2,个,
R_000124,201000250,201000252,801000001,35,ml,
R_000125,201000250,201000253,801000001,3,ml,
R_000126,201000250,201000254,801000001,0.8,g,
R_000127,201000250,201000255,801000003,,,1.0
R_000128,201000250,201000256,801000003,,,2.0
R_000129,201000250,201000257,801000003,,,3.0
R_000130,201000250,201000258,801000003,,,4.0
R_000131,201000250,201000259,801000003,,,5.0
R_000132,201000250,201000260,801000003,,,6.0
R_000133,201000250,740000000,801000004,,,
R_000134,201000250,610000000,801000005,,,
R_000135,201000261,201000262,801000001,1,个,
R_000136,201000261,201000263,801000001,15,g,
R_000137,201000261,201000264,801000001,半个鸡蛋大,,
R_000138,201000261,201000265,801000001,2.5,g,
R_000139,201000261,201000266,801000001,10,g,
R_000140,201000261,201000267,801000001,1,g,
R_000141,201000261,201000268,801000001,适量,,
R_000142,201000261,201000269,801000003,,,1.0
R_000143,201000261,201000270,801000003,,,2.0
R_000144,201000261,201000271,801000003,,,3.0
R_000145,201000261,740000000,801000004,,,
R_000146,201000261,610000000,801000005,,,
R_000147,201000272,201000273,801000001,200,克,
R_000148,201000272,201000274,801000001,100,毫升,
R_000149,201000272,201000275,801000001,50,毫升,
R_000150,201000272,201000276,801000001,15,毫升,
R_000151,201000272,201000277,801000001,3,克,
R_000152,201000272,201000278,801000001,1,个,
R_000153,201000272,201000279,801000001,30,克,
R_000154,201000272,201000280,801000001,30,克,
R_000155,201000272,201000281,801000001,1,片,
R_000156,201000272,201000282,801000003,,,1.0
R_000157,201000272,201000283,801000003,,,2.0
R_000158,201000272,201000284,801000003,,,3.0
R_000159,201000272,201000285,801000003,,,4.0
R_000160,201000272,201000286,801000003,,,5.0
R_000161,201000272,201000287,801000003,,,6.0
R_000162,201000272,740000000,801000004,,,
R_000163,201000272,750000000,801000004,,,
R_000164,201000272,620000000,801000005,,,
