concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000262,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000263,Ingredient,面粉,面粉 (Ingredient),面粉,[],淀粉类,,,,,,,,15,g,True,,,,,
201000264,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,半个鸡蛋大,,False,,,,,
201000265,Ingredient,泡打粉,泡打粉 (Ingredient),泡打粉,[],调料,,,,,,,,2.5,g,False,,,,,
201000266,Ingredient,白（红）糖,白（红）糖 (Ingredient),白（红）糖,[],调料,,,,,,,,10,g,False,,,,,
201000267,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000268,Ingredient,可选口味食材（如巧克力/香蕉/牛奶/坚果等）,可选口味食材（如巧克力/香蕉/牛奶/坚果等） (Ingredient),可选口味食材（如巧克力/香蕉/牛奶/坚果等）,[],其他,,,,,,,,适量,,False,,,,,
201000269,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,融化黄油与处理配料：挖半个鸡蛋大的黄油放进微波炉容器，加热15秒至融化；若使用巧克力或香蕉，将其融化或搅碎成颗粒/糊状。,1.0,"融化,搅碎","微波炉,微波炉容器",15秒
201000270,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,混合面糊：打入鸡蛋并打散，依次加入糖、盐、泡打粉、面粉及喜欢的非干性口味食材，搅拌至看不见干粉的稠酸奶状。最后在顶端加入可选的干燥食材（注意总食材不要超过容器的3/4）。,2.0,"搅拌,混合",微波炉容器,
201000271,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,微波加热与出锅：将容器放入微波炉，高火加热1分钟至蓬松蛋糕形态，取出后即可食用。,3.0,微波,微波炉,1分钟
201000272,Recipe,手抓饼,手抓饼 (Recipe),手抓饼,[],"早餐,主食",2.0,,35分钟,10分钟,1~2人,"烫面技巧,醒面时间,配料比例,保存方法",dishes\breakfast\手抓饼.md,,,,,,,,
201000273,Ingredient,面粉,面粉 (Ingredient),面粉,[],淀粉类,,,,,,,,200,克,True,,,,,
201000274,Ingredient,开水,开水 (Ingredient),开水,[],其他,,,,,,,,100,毫升,False,,,,,
201000275,Ingredient,冷水,冷水 (Ingredient),冷水,[],其他,,,,,,,,50,毫升,False,,,,,
201000276,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,15,毫升,False,,,,,
201000277,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,3,克,False,,,,,
201000278,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,False,,,,,
201000279,Ingredient,生菜,生菜 (Ingredient),生菜,[],蔬菜,,,,,,,,30,克,False,,,,,
201000280,Ingredient,火腿,火腿 (Ingredient),火腿,[],蛋白质,,,,,,,,30,克,False,,,,,
201000281,Ingredient,芝士片,芝士片 (Ingredient),芝士片,[],蛋白质,,,,,,,,1,片,False,,,,,
201000282,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,面粉放入碗中，加入开水搅拌成絮状，再加入冷水揉成光滑面团，覆盖湿布静置 20 分钟。,1.0,"搅拌,揉",碗,20分钟
